caves;stalagmite;latitude;longitude;depth;age;O18;O18_error;C13;C13_error;
Cueva de Diamante;NAR-C;-5.733333;-77.5;45.15;23.034;-6.81;-;-9.49;-;2.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;45.245;23.07;-7.05;-;-8.89;-;2.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;45.34;23.106;-7.09;-;-8.94;-;2.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;45.435;23.143;-6.75;-;-9.07;-;2.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;45.53;23.179;-7.07;-;-9.35;-;2.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;45.625;23.215;-7.04;-;-9.19;-;2.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;45.72;23.251;-7.16;-;-8.87;-;2.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;45.815;23.287;-6.94;-;-9.37;-;2.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;45.91;23.323;-6.58;-;-9.52;-;2.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.005;23.359;-7.04;-;-9.57;-;2.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.1;23.395;-7.11;-;-9.62;-;2.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.18;23.426;-7.01;-;-9.6;-;2.58
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.26;23.456;-6.96;-;-9.4;-;2.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.34;23.487;-6.91;-;-9.08;-;2.58
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.42;23.517;-6.84;-;-9.23;-;2.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.5;23.548;-6.92;-;-9.52;-;2.58
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.58;23.578;-7.09;-;-9.85;-;2.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.66;23.608;-7.18;-;-9.92;-;2.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.74;23.639;-6.76;-;-9.23;-;2.58
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.82;23.669;-6.87;-;-9.17;-;2.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.9;23.7;-6.61;-;-9.42;-;2.58
Cueva de Diamante;NAR-C;-5.733333;-77.5;46.975;23.728;-6.7;-;-9.44;-;2.68
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.05;23.757;-6.72;-;-9.48;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.125;23.785;-6.67;-;-9.7;-;2.68
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.2;23.814;-6.91;-;-9.82;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.275;23.842;-7;-;-9.98;-;2.68
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.35;23.871;-7.14;-;-10.22;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.425;23.899;-7.38;-;-10.29;-;2.68
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.5;23.928;-6.76;-;-9.66;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.575;23.956;-6.57;-;-9.9;-;2.68
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.65;23.985;-6.52;-;-9.66;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.725;24.013;-6.72;-;-9.52;-;2.68
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.8;24.042;-6.76;-;-9.71;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.875;24.07;-6.84;-;-9.82;-;2.68
Cueva de Diamante;NAR-C;-5.733333;-77.5;47.95;24.099;-6.79;-;-9.7;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.025;24.128;-6.73;-;-9.63;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.1;24.156;-6.87;-;-9.68;-;2.68
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.175;24.185;-6.64;-;-9.68;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.25;24.213;-6.71;-;-9.9;-;2.68
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.325;24.242;-6.55;-;-9.75;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.4;24.27;-6.67;-;-10.17;-;2.68
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.47;24.297;-6.76;-;-10.02;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.54;24.323;-6.92;-;-10.2;-;2.69
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.61;24.35;-7.17;-;-10.13;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.68;24.377;-7.09;-;-10.16;-;2.59
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.75;24.392;-7.13;-;-10.08;-;4.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.82;24.407;-7.41;-;-10.09;-;4.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.89;24.422;-7.69;-;-10.1;-;4.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;48.96;24.437;-7.29;-;-10.3;-;4.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;49.03;24.452;-7.42;-;-10.22;-;4.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;49.1;24.468;-7.8;-;-10.13;-;4.38
Cueva de Diamante;NAR-C;-5.733333;-77.5;49.19;24.487;-8.02;-;-9.91;-;4.74
Cueva de Diamante;NAR-C;-5.733333;-77.5;49.28;24.507;-8.2;-;-9.93;-;4.5
Cueva de Diamante;NAR-C;-5.733333;-77.5;49.37;24.6;-8.2;-;-9.85;-;0.97
Cueva de Diamante;NAR-C;-5.733333;-77.5;49.46;24.694;-7.96;-;-9.85;-;0.96
Cueva de Diamante;NAR-C;-5.733333;-77.5;49.55;24.787;-7.9;-;-9.82;-;0.97
Cueva de Diamante;NAR-C;-5.733333;-77.5;49.64;24.881;-7.28;-;-9.7;-;0.96
Cueva de Diamante;NAR-C;-5.733333;-77.5;49.73;24.974;-7.4;-;-9.83;-;0.97
Cueva de Diamante;NAR-C;-5.733333;-77.5;49.82;25.068;-6.83;-;-9.72;-;0.96
Cueva de Diamante;NAR-C;-5.733333;-77.5;49.91;25.136;-6.93;-;-9.94;-;1.32
Cueva de Diamante;NAR-C;-5.733333;-77.5;50;25.203;-6.75;-;-9.89;-;1.34
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.08;25.264;-6.58;-;-9.91;-;1.31
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.16;25.324;-6.71;-;-9.37;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.24;25.384;-6.69;-;-9.42;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.32;25.444;-6.67;-;-9.09;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.4;25.504;-6.8;-;-9.3;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.48;25.565;-6.79;-;-9.44;-;1.31
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.56;25.625;-6.92;-;-9.37;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.64;25.685;-7.02;-;-9.46;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.72;25.745;-6.92;-;-9.41;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.8;25.805;-6.96;-;-9.44;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.88;25.865;-7.05;-;-9.34;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;50.96;25.926;-7.08;-;-9.26;-;1.31
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.04;25.986;-7.05;-;-9.2;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.12;26.046;-7.28;-;-9.53;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.2;26.106;-7.04;-;-9.45;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.28;26.166;-6.8;-;-9.2;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.36;26.227;-6.68;-;-8.99;-;1.31
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.44;26.287;-6.96;-;-9.16;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.52;26.347;-6.95;-;-8.95;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.6;26.407;-6.98;-;-9.29;-;1.33
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.675;26.464;-6.94;-;-9.29;-;1.32
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.75;26.52;-6.86;-;-9.28;-;1.34
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.825;26.576;-6.91;-;-9.2;-;1.34
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.9;26.633;-7.03;-;-9.31;-;1.32
Cueva de Diamante;NAR-C;-5.733333;-77.5;51.975;26.689;-6.92;-;-9.37;-;1.34
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.05;26.71;-7.03;-;-9.47;-;3.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.125;26.731;-7.05;-;-9.38;-;3.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.2;26.751;-7.18;-;-9.48;-;3.75
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.275;26.772;-7.33;-;-9.48;-;3.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.35;26.793;-7.64;-;-9.51;-;3.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.43;26.815;-7.87;-;-9.79;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.51;26.837;-7.52;-;-9.92;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.59;26.859;-7.65;-;-9.85;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.67;26.881;-7.33;-;-9.68;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.75;26.903;-7.3;-;-9.7;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.83;26.925;-7.25;-;-9.41;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.91;26.948;-7.26;-;-9.44;-;3.48
Cueva de Diamante;NAR-C;-5.733333;-77.5;52.99;26.97;-7.13;-;-9.36;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;53.07;26.992;-7.09;-;-9.33;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;53.15;27.014;-7.06;-;-9.58;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;53.24;27.039;-6.95;-;-9.5;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;53.33;27.064;-7.26;-;-9.15;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;53.42;27.088;-7.01;-;-9.26;-;3.75
Cueva de Diamante;NAR-C;-5.733333;-77.5;53.51;27.113;-7.39;-;-9.5;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;53.6;27.138;-7.13;-;-9.36;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;53.69;27.163;-6.98;-;-9.55;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;53.78;27.188;-7.42;-;-8.96;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;53.87;27.213;-7.22;-;-9.56;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;53.96;27.238;-7.28;-;-9.49;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.05;27.262;-7;-;-9.51;-;3.75
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.13;27.284;-7.12;-;-9.33;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.21;27.307;-7.14;-;-9.55;-;3.48
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.29;27.329;-7.1;-;-9.61;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.37;27.351;-7.7;-;-9.87;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.45;27.373;-7.25;-;-10.09;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.53;27.395;-6.96;-;-9.28;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.61;27.417;-6.9;-;-9.13;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.69;27.439;-6.9;-;-9.23;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.77;27.461;-7.07;-;-9.1;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.85;27.483;-6.98;-;-9.23;-;3.64
Cueva de Diamante;NAR-C;-5.733333;-77.5;54.945;27.51;-7.21;-;-9.21;-;3.52
Cueva de Diamante;NAR-C;-5.733333;-77.5;55.04;27.536;-7.26;-;-9.49;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;55.135;27.562;-7.52;-;-9.29;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;55.23;27.588;-7.59;-;-9.44;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;55.325;27.614;-7.32;-;-9.06;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;55.42;27.641;-7.16;-;-9.18;-;3.52
Cueva de Diamante;NAR-C;-5.733333;-77.5;55.515;27.667;-7;-;-9.28;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;55.61;27.693;-7.17;-;-8.86;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;55.705;27.719;-7.18;-;-9.05;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;55.8;27.746;-7.06;-;-9.42;-;3.52
Cueva de Diamante;NAR-C;-5.733333;-77.5;55.895;27.772;-7.33;-;-8.94;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;55.99;27.798;-7.65;-;-9.38;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;56.085;27.824;-7.51;-;-9.38;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;56.18;27.851;-7.48;-;-9.29;-;3.52
Cueva de Diamante;NAR-C;-5.733333;-77.5;56.275;27.877;-7.45;-;-9.26;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;56.465;27.929;-7.23;-;-8.93;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;56.56;27.956;-7.47;-;-8.99;-;3.52
Cueva de Diamante;NAR-C;-5.733333;-77.5;56.655;27.982;-7.49;-;-8.99;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;56.75;28.008;-7.29;-;-9.08;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;56.845;28.034;-7.3;-;-9.3;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;56.94;28.06;-6.98;-;-8.78;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;57.035;28.087;-6.86;-;-9.32;-;3.52
Cueva de Diamante;NAR-C;-5.733333;-77.5;57.13;28.113;-6.58;-;-8.88;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;57.225;28.139;-7.13;-;-9.74;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;57.32;28.165;-7.04;-;-9.64;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;57.415;28.192;-7.11;-;-9.65;-;3.52
Cueva de Diamante;NAR-C;-5.733333;-77.5;57.51;28.218;-7.39;-;-9.59;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;57.605;28.244;-7.22;-;-9.44;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;57.7;28.27;-7.2;-;-9.03;-;3.65
Cueva de Diamante;NAR-C;-5.733333;-77.5;57.79;28.295;-7.32;-;-9.03;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;57.88;28.32;-7.68;-;-9.39;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;57.97;28.345;-7.42;-;-9.25;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;58.06;28.37;-7.6;-;-9.21;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;58.15;28.395;-7.43;-;-8.86;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;58.24;28.419;-7.45;-;-9.18;-;3.75
Cueva de Diamante;NAR-C;-5.733333;-77.5;58.33;28.444;-7.63;-;-9.63;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;58.42;28.469;-7.8;-;-9.63;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;58.51;28.494;-7.34;-;-9.28;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;58.6;28.519;-7.55;-;-9.25;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;58.69;28.544;-7.75;-;-9.39;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;58.78;28.569;-7.73;-;-9.39;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;58.87;28.593;-7.82;-;-9.42;-;3.75
Cueva de Diamante;NAR-C;-5.733333;-77.5;58.96;28.618;-7.82;-;-9.35;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;59.05;28.643;-7.75;-;-9.32;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;59.14;28.668;-7.86;-;-9.34;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;59.23;28.693;-7.8;-;-9.49;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;59.32;28.718;-7.8;-;-9.54;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;59.41;28.743;-7.86;-;-9.61;-;3.6
Cueva de Diamante;NAR-C;-5.733333;-77.5;59.5;28.767;-7.92;-;-9.75;-;3.75
Cueva de Diamante;NAR-C;-5.733333;-77.5;59.6;28.795;-7.93;-;-9.51;-;3.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;59.7;28.823;-7.85;-;-9.46;-;3.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;59.8;28.85;-7.89;-;-9.08;-;3.7
Cueva de Diamante;NAR-C;-5.733333;-77.5;59.9;28.878;-7.89;-;-8.61;-;3.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;60;28.905;-7.84;-;-8.92;-;3.7
Cueva de Diamante;NAR-C;-5.733333;-77.5;60.1;28.933;-7.9;-;-9.36;-;3.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;60.2;28.961;-7.61;-;-9.27;-;3.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;60.3;28.988;-7.5;-;-9.34;-;3.7
Cueva de Diamante;NAR-C;-5.733333;-77.5;60.4;29.016;-7.57;-;-9.8;-;3.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;60.5;29.044;-7.7;-;-9.35;-;3.57
Cueva de Diamante;NAR-C;-5.733333;-77.5;60.61;29.074;-7.48;-;-9.51;-;3.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;60.72;29.104;-7.49;-;-9.95;-;3.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;60.83;29.135;-7.73;-;-9.56;-;3.55
Cueva de Diamante;NAR-C;-5.733333;-77.5;60.94;29.165;-7.16;-;-9.39;-;3.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;61.05;29.195;-6.96;-;-8.92;-;3.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;61.16;29.226;-6.9;-;-9.12;-;3.55
Cueva de Diamante;NAR-C;-5.733333;-77.5;61.27;29.256;-6.69;-;-9.12;-;3.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;61.38;29.287;-6.71;-;-9.42;-;3.55
Cueva de Diamante;NAR-C;-5.733333;-77.5;61.49;29.317;-6.88;-;-9.52;-;3.67
Cueva de Diamante;NAR-C;-5.733333;-77.5;61.6;29.375;-7.44;-;-7.44;-;1.9
Cueva de Diamante;NAR-C;-5.733333;-77.5;61.685;29.421;-8.38;-;-8.84;-;1.85
Cueva de Diamante;NAR-C;-5.733333;-77.5;61.77;29.466;-8.08;-;-9.03;-;1.89
Cueva de Diamante;NAR-C;-5.733333;-77.5;61.855;29.511;-8.77;-;-9.24;-;1.89
Cueva de Diamante;NAR-C;-5.733333;-77.5;61.94;29.556;-8.23;-;-9.22;-;1.89
Cueva de Diamante;NAR-C;-5.733333;-77.5;62.025;29.601;-8.23;-;-9.34;-;1.89
Cueva de Diamante;NAR-C;-5.733333;-77.5;62.11;29.647;-8.36;-;-9.32;-;1.85
Cueva de Diamante;NAR-C;-5.733333;-77.5;62.195;29.692;-8.19;-;-8.47;-;1.89
Cueva de Diamante;NAR-C;-5.733333;-77.5;62.28;29.737;-8.25;-;-9.14;-;1.89
Cueva de Diamante;NAR-C;-5.733333;-77.5;62.365;29.782;-8.42;-;-9.88;-;1.89
Cueva de Diamante;NAR-C;-5.733333;-77.5;62.45;29.827;-8.5;-;-9.47;-;1.89
Cueva de Diamante;NAR-C;-5.733333;-77.5;62.54;29.875;-8.4;-;-9.66;-;1.87
Cueva de Diamante;NAR-C;-5.733333;-77.5;62.63;29.923;-8.12;-;-8.62;-;1.88
Cueva de Diamante;NAR-C;-5.733333;-77.5;62.72;29.971;-8.11;-;-9.1;-;1.87
Cueva de Diamante;NAR-C;-5.733333;-77.5;62.81;30.019;-8.42;-;-8.77;-;1.88
Jaragua Cave;JAR7;-21.83;-56.583;0;5.489;-2.3;-;-6.7;-;2.56
Jaragua Cave;JAR7;-21.83;-56.583;0.5;5.493;-2.9;-;-7.9;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1;5.498;-2.6;-;-8.2;-;100
Jaragua Cave;JAR7;-21.83;-56.583;1.5;5.502;-2;-;-8;-;125
Jaragua Cave;JAR7;-21.83;-56.583;2;5.506;-2.7;-;-8.2;-;125
Jaragua Cave;JAR7;-21.83;-56.583;2.5;5.51;-2.9;-;-7.7;-;125
Jaragua Cave;JAR7;-21.83;-56.583;3;5.514;-3.1;-;-7.9;-;125
Jaragua Cave;JAR7;-21.83;-56.583;3.5;5.518;-2.9;-;-8.3;-;125
Jaragua Cave;JAR7;-21.83;-56.583;4;5.523;-2.1;-;-7.4;-;100
Jaragua Cave;JAR7;-21.83;-56.583;4.5;5.527;-2.1;-;-7.8;-;125
Jaragua Cave;JAR7;-21.83;-56.583;5;5.531;-2.3;-;-7.8;-;125
Jaragua Cave;JAR7;-21.83;-56.583;5.5;5.534;-2.4;-;-7.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;6;5.538;-2.7;-;-7.7;-;125
Jaragua Cave;JAR7;-21.83;-56.583;6.5;5.541;-3.3;-;-8.8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;7;5.545;-3.7;-;-8.5;-;125
Jaragua Cave;JAR7;-21.83;-56.583;7.5;5.548;-3.4;-;-7.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;8;5.552;-4.5;-;-9.5;-;125
Jaragua Cave;JAR7;-21.83;-56.583;8.5;5.555;-4.1;-;-8.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;9;5.559;-4.5;-;-8.7;-;125
Jaragua Cave;JAR7;-21.83;-56.583;9.5;5.562;-3.8;-;-8.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;10;5.566;-3.2;-;-8.5;-;125
Jaragua Cave;JAR7;-21.83;-56.583;10.5;5.569;-3.4;-;-8.6;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;11;5.573;-3.7;-;-9;-;125
Jaragua Cave;JAR7;-21.83;-56.583;11.5;5.576;-3.4;-;-8.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;12;5.58;-3.2;-;-7.4;-;125
Jaragua Cave;JAR7;-21.83;-56.583;12.5;5.583;-3.3;-;-7.6;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;13;5.587;-3.4;-;-8.2;-;125
Jaragua Cave;JAR7;-21.83;-56.583;13.5;5.59;-3.3;-;-8.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;14;5.594;-3;-;-8.4;-;125
Jaragua Cave;JAR7;-21.83;-56.583;14.5;5.597;-3;-;-8.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;15;5.601;-3.2;-;-8.3;-;125
Jaragua Cave;JAR7;-21.83;-56.583;15.5;5.604;-3.9;-;-9.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;16;5.608;-3.6;-;-8.2;-;125
Jaragua Cave;JAR7;-21.83;-56.583;16.5;5.611;-4.7;-;-9.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;17;5.615;-5;-;-9.2;-;125
Jaragua Cave;JAR7;-21.83;-56.583;17.5;5.618;-4.9;-;-8.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;18;5.622;-5.5;-;-9.4;-;125
Jaragua Cave;JAR7;-21.83;-56.583;18.5;5.625;-4.6;-;-9.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;19;5.629;-4.1;-;-9.1;-;125
Jaragua Cave;JAR7;-21.83;-56.583;19.5;5.632;-4.6;-;-8.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;20;5.636;-4.4;-;-8.8;-;125
Jaragua Cave;JAR7;-21.83;-56.583;20.5;5.639;-3.6;-;-9.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;21;5.643;-3.4;-;-9.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;21.5;5.646;-3.2;-;-8.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;22;5.65;-2.9;-;-8.8;-;125
Jaragua Cave;JAR7;-21.83;-56.583;22.5;5.653;-3.3;-;-8.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;23;5.657;-3.7;-;-9.2;-;125
Jaragua Cave;JAR7;-21.83;-56.583;23.5;5.66;-4.1;-;-9.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;24;5.664;-3.2;-;-9.1;-;125
Jaragua Cave;JAR7;-21.83;-56.583;24.5;5.667;-3.3;-;-9.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;25;5.671;-3.7;-;-9.2;-;125
Jaragua Cave;JAR7;-21.83;-56.583;25.5;5.674;-4.4;-;-9.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;26;5.678;-3.3;-;-9;-;125
Jaragua Cave;JAR7;-21.83;-56.583;26.5;5.681;-2.9;-;-9.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;27;5.685;-3;-;-9;-;125
Jaragua Cave;JAR7;-21.83;-56.583;27.5;5.688;-3.6;-;-8.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;28;5.692;-3.5;-;-8.7;-;125
Jaragua Cave;JAR7;-21.83;-56.583;28.5;5.695;-3.7;-;-8.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;29;5.699;-3.7;-;-8.2;-;125
Jaragua Cave;JAR7;-21.83;-56.583;29.5;5.702;-3.7;-;-8.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;30;5.706;-3.5;-;-8.2;-;125
Jaragua Cave;JAR7;-21.83;-56.583;30.5;5.709;-3.5;-;-8.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;31;5.713;-4.3;-;-8.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;31.5;5.716;-4.5;-;-8.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;32;5.72;-3.1;-;-8.2;-;125
Jaragua Cave;JAR7;-21.83;-56.583;32.5;5.723;-2.9;-;-8.3;-;166.67
